wallet_address,source,roi_pct,median_roi_pct,profit_token_ratio,trade_frequency,roi_per_trade,x10_ratio,x20_ratio,x50_ratio,x100_ratio,median_hold_time,profit_per_hold_second,cluster,cluster_label,cluster_name,roi_final,priority_score,tier,strategy_bucket
HFLPtHFSBA5rj83pyHENFSZ7hRVdCJErng6ebCjUARhk,dex,1927.90693692545,2178.907424842755,1.0,29.0,66.47954954915345,0.0,0.5,0.0,0.0,4,481.9767342313625,1,cluster_1,Low-frequency Snipers,1927.90693692545,0.3048670783615848,Elite,Low-frequency Snipers - Elite
GWM5CZhJ8CppvLC7JGMhcK4DHbK2x6jJp9i34puczZDc,dex,1437.5055005027868,67946.60856861838,1.0,57.0,25.219394745662928,0.0,0.0,0.0,0.1111111111111111,2554,0.5628447535249753,1,cluster_1,Low-frequency Snipers,1437.5055005027868,0.2663850036894778,Elite,Low-frequency Snipers - Elite
