wallet_address,tier,roi_pct,win_rate,reason,last_activity,activity_source
6JEAKrSK31kroZWGb8sLwy23hx8EAkt51VWuXcMubUqD,Elite,17.278512886657467,1.0,no activity data found,,no_data
4YFvuvcCkP7obf5Q26oi4VEVjXXnuChaNoqJr99oD4XY,Elite,83.31935578647216,1.0,no activity data found,,no_data
3CXiJrSEzpZA5ag5MXqYRgUt2fg8bQ1swuAYhMEWoRF5,Elite,480.7112033121841,0.75,no activity data found,,no_data
9ARYnxfn8eaYB8BrtZ8PpAZp9V41MGL9Tdb8smV9hRmx,Elite,371.6533936887664,0.9,no activity data found,,no_data
CMHsAHRueXSkokHUcB3dVjtkoiXQ4ggMEpY5TB8ZyvvX,Elite,75.4704502304267,1.0,no activity data found,,no_data
EvGpkcSBfhp5K9SNP48wVtfNXdKYRBiK3kvMkB66kU3Q,Elite,72.01661958384113,1.0,no activity data found,,no_data
GmuooqwXLfH7oUSZ5eG4Lkv6SY4N6zNE5WjiwzbeVSjx,Elite,188.94387045842603,1.0,no activity data found,,no_data
3BuVhE6NB4Y3qR22LGjXkmKXEpcQwfP8HbpT3GrkBU81,Elite,479.43779810786043,1.0,no activity data found,,no_data
BcZBsn1icEuSwmCET88E5ktHEd7Lgc2Umtc2hCr7BUJT,Elite,40107.19195021152,1.0,no activity data found,,no_data
5ABuRwqLRy1WRLMBoRhs6FZVmnwU4uk9hHG8bfXoKqxA,Elite,1916.411440978925,1.0,no activity data found,,no_data
ET9WK7t2yLhBv5W2mW6HQRcMaD3TBVKAXd3DcbzXFfQ7,Elite,265.4394910172996,1.0,no activity data found,,no_data
GKch3c5c6tWZi2KgRsevqebjVxHottQjU3so2ySBgVct,Elite,1071.3369620086037,1.0,no activity data found,,no_data
5Gq4QGbpqfGiu6EZcb5MKWnfjTcbZcoWY8cRHj17Mgk9,Elite,88.22394019193928,1.0,no activity data found,,no_data
5xDGbbnfp3vwQ9GHgbpnGQuBBB3YwUvqFEXZaddnmpQf,Elite,66.70389353297361,1.0,no activity data found,,no_data
9bW1tjZ8nEnE3of1CpfmFMQ7bQw5dT2b6QdrTFojxwwt,Elite,139.81111431901644,0.8333333333333334,no activity data found,,no_data
7TocMAL5QNiYHt92NQ371JaxSHbLUjS9pgRJBTpF9UMN,Elite,2988.8899997886033,0.6,no activity data found,,no_data
HFgvaso1CNA2SuewCEv6shiJPq8YJQTbce2XsBTA8qzr,Elite,20.827684529364156,1.0,no activity data found,,no_data
AfUwTw1nkcVCaGpJbpeqWHxbbgpMjXJvoJCannZ1MFiH,Elite,1771.9515351231692,1.0,no activity data found,,no_data
CUzm4UrZw7yeggHdF8DadDgPFsTXALqq31TgzcHbC53v,Elite,708.3781531250617,1.0,no activity data found,,no_data
34Xs7RGt6yqFWLCeQUN53Q3AjN6voiyLLJeMiAdPsNt3,High-Quality,221.0595023132988,0.6666666666666666,no activity data found,,no_data
BvEk7BYtwqj6bAQE6huh431kd17cC1szREXyHg3Gr1Dp,Elite,132.74276564650606,0.75,no activity data found,,no_data
3JAhV7Jrxw69YBiioEx5SVqvWD78tp4HgLkx1pwTYMEy,Elite,44.02053427485032,1.0,no activity data found,,no_data
9C39WjAZYZ8tu6MiGXNFzDWg2wFp1gctvzu2bvoQ6g2h,Elite,76.24383586904085,1.0,no activity data found,,no_data
Abk9EfhWsLnxuMm7qJXvMYNyvKgtp8sfSoL45srMzP49,Elite,1362.0487412000648,1.0,no activity data found,,no_data
B88EGK5RHytSn4sfHvb7m5SAVNzbKVKzvcXqxAJa62CT,Elite,235.60177366062868,1.0,no activity data found,,no_data
FWh77nZzZDsV32cM9goHkXTu1j4kWw6JdADLJ1Wg2Dyw,Elite,93.55685430261705,1.0,no activity data found,,no_data
214qsNHHf8vzHADWdHbTu7NGE8rebXFuSEAVZnEqqD1S,Elite,479.6567901055364,0.8,no activity data found,,no_data
HuxXweysjWxavq7sYHxxY47Znj3PwTJAgWFJQWLnkvcr,Elite,545.1016801707345,0.8,no activity data found,,no_data
96hdcndTARFNUxrJMX4Mna3jkoewajysGu9rHxp6Ud2C,High-Quality,133.35036083255477,0.6,no activity data found,,no_data
5vkXDTBorFhL3Z8PoochAQAg1Wm483EsvQY9jyy4g5QJ,Elite,58.80842122418368,1.0,no activity data found,,no_data
CSbo6ZT4RVd53GCFocyBhMMQ772NKKJjZAZUpnxayD7B,Elite,52.418932516796424,0.8,no activity data found,,no_data
CRDP67WtKFqtFvt1obqRg4RGmD5AnfhVCDp6qhkbLYDw,High-Quality,99.94936800717996,0.75,no activity data found,,no_data
9Zpi7mUq2m2NPUyZamWVCEwgA18hor2s8DNJYYaywano,High-Quality,79.9492286194725,0.5,no activity data found,,no_data
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m,High-Quality,53.21272389384693,0.6666666666666666,no activity data found,,no_data
ANytYBApJDHBGx4djxLLxja7ccLSnm8wS6mCT1a6CT8u,Elite,389.23520467612735,0.6666666666666666,no activity data found,,no_data
AoWawkZnwJK3hb3uD1VKrMpa6aoxwjnZ8FhbVWkwAHKH,High-Quality,118.03683517564801,0.6666666666666666,no activity data found,,no_data
3ATM8kLt7Kc8aH9x5TVwUru8uN3Uw26DBkveu4DoKvwB,High-Quality,125.08010395116578,0.5,no activity data found,,no_data
2Q6EpVa35UAZ29fPLAZMqx69St2ZH2tpCYgdfq48h1uN,High-Quality,83.66666617490358,0.6,no activity data found,,no_data
4GUeS31HqMUUZnaPoknQdH1Kxjv9g3evwGDG7A6DyARu,High-Quality,323.67842132967695,0.7142857142857143,no activity data found,,no_data
B3yDGhjgqgM7LSaoK5s6QmTG1xGs6LhHAEbNLrmbqJyF,High-Quality,22.09129371779066,0.625,no activity data found,,no_data
4ibeovkM1UHcnrUdDfoA585dv2eLn91xoCmC2n5WA7cg,Mid-Tier,-9.936329514659809,0.0,no activity data found,,no_data
4c8jjaTgq8UWpctvV9V1oAJU6cyrbwa422mh4C6px4HM,Watchlist,-33.215529460084745,0.0,no activity data found,,no_data
J6iVp9JpFJqxATYmdbgCeiXC6n5cBR5Czo1i87W75aez,Mid-Tier,-8.814099654829707,0.0,no activity data found,,no_data
5x2vmfYqbukzwHqdRUS8ZYrX8EgSaCM4X4eWqLCZtJ9T,Mid-Tier,-19.965429414406966,0.0,no activity data found,,no_data
tuGnNVvN5TSCVcPxTZZFRv6wZFTAhhADjpiEpRTcdC9,Mid-Tier,-38.96150174014618,0.0,no activity data found,,no_data
AH73MfULUsAxwLTtwAVJCw7qCZsbKcPiejKssN3qZUTX,Mid-Tier,-19.941775083515715,0.0,no activity data found,,no_data
3znRjVSUXmwE92VZdoTVZ1FeQLyA7YbeCD74mRkppXjQ,Watchlist,-12.652233690727478,0.0,no activity data found,,no_data
Ex8R6QrbcvV9BEn3732onS2gxi2hJVEyTJpiCe2d1i9G,Mid-Tier,-31.392297021653963,0.0,no activity data found,,no_data
