wallet_address,source,roi_pct,median_roi_pct,profit_token_ratio,trade_frequency,roi_per_trade,x10_ratio,x20_ratio,x50_ratio,x100_ratio,median_hold_time,profit_per_hold_second,cluster,cluster_label,cluster_name,roi_final,priority_score,tier,strategy_bucket
5zMzZ5ibjcJ8bg5rgd712K49t8wyerQmgPoJ1tBLLTwQ,dex,6363.597381240291,3496.5453983758975,1.0,71.0,89.62813213014495,0.1,0.3,0.0,0.25,3.0,2121.199127080097,1,cluster_1,Moonshot Hunters,6363.597381240291,0.2868748130190318,Elite,Moonshot Hunters - Elite
7mMjYweb6VpEiLngCQ1nNt2wqdvu7MG65RD3XPrw7YZs,pumpfun,9042.403095456675,,1.0,37.0,244.38927285018042,0.0,0.375,0.25,0.125,,0.0,1,cluster_1,Moonshot Hunters,9042.403095456675,0.2809315146648499,Elite,Moonshot Hunters - Elite
CskAmpNFACaFELbVHdgezJu1uda2ivLvH2xFoiKdmPCS,both,1418.811446210157,,1.0,87.0,16.308177542645485,0.0,0.0,0.0,0.6153846153846154,,0.0,1,cluster_1,Moonshot Hunters,1418.811446210157,0.23907310470500576,Elite,Moonshot Hunters - Elite
BK5bLTPmg3Ypo4SeGPjM79YhzugU2t6WH3EYazttcddQ,pumpfun,424.2385528424102,,1.0,67.0,6.33191869914045,0.0,0.0,0.0,0.07692307692307693,,0.0,1,cluster_1,Moonshot Hunters,424.2385528424102,0.22895123522919003,Elite,Moonshot Hunters - Elite
GWM5CZhJ8CppvLC7JGMhcK4DHbK2x6jJp9i34puczZDc,dex,941.3422910155352,296128.642,0.9523809523809523,87.0,10.8200263335119,0.0,0.0,0.0,0.46153846153846156,932.0,1.010023917398643,1,cluster_1,Moonshot Hunters,941.3422910155352,0.2285056412535296,Elite,Moonshot Hunters - Elite
AgTM7bcPQo2kkru8o2igeiwbAjJY2bubEHHZUQPRhyqG,pumpfun,611.8373387711417,,0.9444444444444444,80.0,7.6479667346392715,0.0,0.0,0.0,0.3333333333333333,,0.0,1,cluster_1,Moonshot Hunters,611.8373387711417,0.22341861878645358,Elite,Moonshot Hunters - Elite
FP1CLVYwpxYJAtE3vEyASi54pEPGzcobReJbwRSTUn3P,dex,4176.725807710167,8080.339384729056,0.8,55.0,75.94046923109394,0.0,0.0,0.15789473684210525,0.05263157894736842,37.0,112.88448128946398,1,cluster_1,Moonshot Hunters,4176.725807710167,0.20399033610308265,Elite,Moonshot Hunters - Elite
GecjyPzofWXKtMKMyYmdCWuNyoPEDFgkNci1btHJyKdx,pumpfun,81.76515248019172,,0.8,95.0,0.8606858155809655,0.0,0.0,0.0,0.0,,0.0,1,cluster_1,Moonshot Hunters,81.76515248019172,0.19934062196256105,Elite,Moonshot Hunters - Elite
AGYKXUik9hcCxXimFRSnxuvmbuXyAB7JFuCgm22osawe,dex,58.93991955194811,398.6463923961259,0.6666666666666666,85.0,0.693410818258213,0.0,0.0,0.0,0.0,3843.0,0.015336955386923786,1,cluster_1,Moonshot Hunters,58.93991955194811,0.1686364329756732,Elite,Moonshot Hunters - Elite
