wallet_address,source,roi_pct,median_roi_pct,profit_token_ratio,trade_frequency,roi_per_trade,x10_ratio,x20_ratio,x50_ratio,x100_ratio,median_hold_time,profit_per_hold_second,cluster,cluster_label,cluster_name,roi_final,priority_score,tier,strategy_bucket
4VMJxCLfp5oFf8pEpq6ZeL9fU1N6zc1NoSYEQ6k72aqw,dex,139622.03448275867,68232.9381219625,1.0,67.0,2083.9109624292337,0.0,0.0,0.0,0.08333333333333333,10.0,13962.203448275866,3,cluster_3,Low-frequency Snipers,139622.03448275867,0.6266446030846264,Elite,Low-frequency Snipers - Elite
8PmvCw2UbStrsmeFXrjbUNMMeK5E6ZXu9KgyEBMG8g8A,pumpfun,17604.033106478822,,1.0,22.0,800.1833230217646,0.0,0.2,0.0,0.2,,0.0,1,cluster_1,Dormant/Legacy,17604.033106478822,0.3157194674992927,Elite,Dormant/Legacy - Elite
